"Symbol","ISIN","Company","First Listing Date","Face Value","Paid Up Value","Market Lot","Industry"
"AUTOLITIND","INE448A01013","Autolite (India) Limited","31-May-1995","10","10","1","-"
"COROMANDEL","INE169A01031","Coromandel International Limited","31-May-1995","1","1","1","-"
"APOLLOTYRE","INE438A01022","Apollo Tyres Limited","31-May-1995","1","1","1","-"
"UTTAMSTL","INE699A01011","Uttam Galva Steels Limited","25-May-1995","10","10","1","-"
"SUDARSCHEM","INE659A01023","Sudarshan Chemical Industries Limited","25-May-1995","2","2","1","-"
"DCW","INE500A01029","DCW Limited","25-May-1995","2","2","1","-"
"VLSFINANCE","INE709A01018","VLS Finance Limited","25-May-1995","10","10","1","-"
"COSMOFILMS","INE757A01017","Cosmo Films Limited","25-May-1995","10","10","1","-"
"ASHOKLEY","INE208A01029","Ashok Leyland Limited","25-May-1995","1","1","1","-"
"GUJFLUORO","INE538A01037","Gujarat Fluorochemicals Limited","25-May-1995","1","1","1","-"
"BASF","INE373A01013","BASF India Limited","17-May-1995","10","10","1","-"
"GNFC","INE113A01013","Gujarat Narmada Valley Fertilizers and Chemicals Limited","17-May-1995","10","10","1","-"
"UNIVCABLES","INE279A01012","Universal Cables Limited","17-May-1995","10","10","1","-"
"WEIZMANIND","INE080A01014","Weizmann Limited","10-May-1995","10","10","1","-"
"SURYAROSNI","INE335A01012","Surya Roshni Limited","10-May-1995","10","10","1","-"
"PRAKASH","INE603A01013","Prakash Industries Limited","10-May-1995","10","10","1","-"
"PATSPINLTD","INE790C01014","Patspin India Limited","10-May-1995","10","10","1","-"
"HEG","INE545A01016","HEG Limited","10-May-1995","10","10","1","-"
"GRASIM","INE047A01021","Grasim Industries Limited","10-May-1995","2","2","1","-"
"ADORWELD","INE045A01017","Ador Welding Limited","10-May-1995","10","10","1","-"
"MASTEK","INE759A01021","Mastek Limited","10-May-1995","5","5","1","-"
"SANGHIIND","INE999B01013","Sanghi Industries Limited","10-May-1995","10","10","1","-"
"GINNIFILA","INE424C01010","Ginni Filaments Limited","10-May-1995","10","10","1","-"
"EIDPARRY","INE126A01031","EID Parry India Limited","10-May-1995","1","1","1","-"
"CENTENKA","INE485A01015","Century Enka Limited","10-May-1995","10","10","1","-"
"JAYNECOIND","INE854B01010","Jayaswal Neco Industries Limited","10-May-1995","10","10","1","-"
"CANFINHOME","INE477A01020","Can Fin Homes Limited","10-May-1995","2","2","1","-"
"BAJAJHIND","INE306A01021","Bajaj Hindusthan Sugar Limited","10-May-1995","1","1","1","-"
"21STCENMGM","INE253B01015","21st Century Management Services Limited","03-May-1995","10","10","1","-"
"THIRUSUGAR","INE409A01015","Thiru Arooran Sugars Limited","02-May-1995","10","10","1","-"
"IFCI","INE039A01010","IFCI Limited","26-Apr-1995","10","10","1","-"
"HIL","INE557A01011","HIL Limited","26-Apr-1995","10","10","1","-"
"SHREECEM","INE070A01015","SHREE CEMENT LIMITED","26-Apr-1995","10","10","1","-"
"BOMDYEING","INE032A01023","Bombay Dyeing & Mfg Company Limited","26-Apr-1995","2","2","1","-"
"BIRLACORPN","INE340A01012","Birla Corporation Limited","12-Apr-1995","10","10","1","-"
"DCMSHRIRAM","INE499A01024","DCM Shriram Limited","12-Apr-1995","2","2","1","-"
"FACT","INE188A01015","Fertilizers and Chemicals Travancore Limited","12-Apr-1995","10","10","1","-"
"TATACOMM","INE151A01013","Tata Communications Limited","12-Apr-1995","10","10","1","-"
"VOLTAS","INE226A01021","Voltas Limited","12-Apr-1995","1","1","1","-"
"ZUARIGLOB","INE217A01012","Zuari Global Limited","12-Apr-1995","10","10","1","-"
"PAEL","INE766A01018","PAE Limited","12-Apr-1995","10","10","1","-"
"IFBIND","INE559A01017","IFB Industries Limited","29-Mar-1995","10","10","1","-"
"RUBYMILLS","INE301D01026","The Ruby Mills Limited","29-Mar-1995","5","5","1","-"
"OSWALAGRO","INE142A01012","Oswal Agro Mills Limited","29-Mar-1995","10","10","1","-"
"ORIENTPPR","INE592A01026","Orient Paper & Industries Limited","29-Mar-1995","1","1","1","-"
"RAMGOPOLY","INE410D01017","Ramgopal Polytex Limited","29-Mar-1995","10","10","1","-"
"RAJSREESUG","INE562B01019","Rajshree Sugars & Chemicals Limited","29-Mar-1995","10","10","1","-"
"PIDILITIND","INE318A01026","Pidilite Industries Limited","29-Mar-1995","1","1","1","-"
"PHILIPCARB","INE602A01023","Phillips Carbon Black Limited","29-Mar-1995","2","2","1","-"
"GTL","INE043A01012","GTL Limited","29-Mar-1995","10","10","1","-"
"CUMMINSIND","INE298A01020","Cummins India Limited","29-Mar-1995","2","2","1","-"
"DCM","INE498A01018","DCM  Limited","29-Mar-1995","10","10","1","-"
"DHAMPURSUG","INE041A01016","Dhampur Sugar Mills Limited","29-Mar-1995","10","10","1","-"
"ABAN","INE421A01028","Aban Offshore Limited","29-Mar-1995","2","2","1","-"
"LAXMIMACH","INE269B01029","Lakshmi Machine Works Limited","29-Mar-1995","10","10","1","-"
"EVERESTIND","INE295A01018","Everest Industries Limited","29-Mar-1995","10","10","1","-"
"SESHAPAPER","INE630A01016","Seshasayee Paper and Boards Limited","29-Mar-1995","10","10","1","-"
"INEOSSTYRO","INE189B01011","INEOS Styrolution India Limited","29-Mar-1995","10","10","1","-"
"LML","INE862A01015","LML Limited","15-Mar-1995","10","10","1","-"
"BAJAJHLDNG","INE118A01012","Bajaj Holdings & Investment Limited","15-Mar-1995","10","10","1","-"
"HEIDELBERG","INE578A01017","HeidelbergCement India Limited","15-Mar-1995","10","10","1","-"
"ESCORTS","INE042A01014","Escorts Limited","01-Mar-1995","10","10","1","-"
"CGPOWER","INE067A01029","CG Power and Industrial Solutions Limited","01-Mar-1995","2","2","1","-"
"SHREYAS","INE757B01015","Shreyas Shipping & Logistics Limited","01-Mar-1995","10","10","1","-"
"SBIN","INE062A01020","State Bank of India","01-Mar-1995","1","1","1","-"
"ROLTA","INE293A01013","Rolta India Limited","01-Mar-1995","10","10","1","-"
"JAYSREETEA","INE364A01020","Jayshree Tea & Industries Limited","15-Feb-1995","5","5","1","-"
"SALORAINTL","INE924A01013","Salora International Limited","15-Feb-1995","10","10","1","-"
"RSWM","INE611A01016","RSWM Limited","15-Feb-1995","10","10","1","-"
"FINCABLES","INE235A01022","Finolex Cables Limited","15-Feb-1995","2","2","1","-"
"AARTIIND","INE769A01020","Aarti Industries Limited","08-Feb-1995","5","5","1","-"
"EIHOTEL","INE230A01023","EIH Limited","08-Feb-1995","2","2","1","-"
"ABB","INE117A01022","ABB India Limited","08-Feb-1995","2","2","1","-"
"AMJLAND","INE606A01024","Amj Land Holdings Limited","08-Feb-1995","2","2","1","-"
"FINPIPE","INE183A01016","Finolex Industries Limited","08-Feb-1995","10","10","1","-"
"GLFL","INE540A01017","Gujarat Lease Financing Limited","08-Feb-1995","10","10","1","-"
"GOLDENTOBC","INE973A01010","Golden Tobacco Limited","08-Feb-1995","10","10","1","-"
"CIPLA","INE059A01026","Cipla Limited","08-Feb-1995","2","2","1","-"
"HARRMALAYA","INE544A01019","Harrisons  Malayalam Limited","08-Feb-1995","10","10","1","-"
"ARVIND","INE034A01011","Arvind Limited","08-Feb-1995","10","10","1","-"
"HIMATSEIDE","INE049A01027","Himatsingka Seide Limited","08-Feb-1995","5","5","1","-"
"HINDSYNTEX","INE155B01012","Hind Syntex Limited","08-Feb-1995","10","10","1","-"
"PEL","INE140A01024","Piramal Enterprises Limited","08-Feb-1995","2","2","1","-"
"PENINLAND","INE138A01028","Peninsula Land Limited","08-Feb-1995","2","2","1","-"
"CESC","INE486A01013","CESC Limited","08-Feb-1995","10","10","1","-"
"BLUEBLENDS","INE113O01014","Blue Blends (I) Limited","08-Feb-1995","10","10","1","-"
"SUNPHARMA","INE044A01036","Sun Pharmaceutical Industries Limited","08-Feb-1995","1","1","1","-"
"VINDHYATEL","INE707A01012","Vindhya Telelinks Limited","08-Feb-1995","10","10","1","-"
"WILLAMAGOR","INE210A01017","Williamson Magor & Company Limited","08-Feb-1995","10","10","1","-"
"IPCALAB","INE571A01020","IPCA Laboratories Limited","08-Feb-1995","2","2","1","-"
"INFY","INE009A01021","Infosys Limited","08-Feb-1995","5","5","1","-"
"RELINFRA","INE036A01016","Reliance Infrastructure Limited","08-Feb-1995","10","10","1","-"
"FMGOETZE","INE529A01010","Federal-Mogul Goetze (India) Limited.","08-Feb-1995","10","10","1","-"
"NAVNETEDUL","INE060A01024","Navneet Education Limited","08-Feb-1995","2","2","1","-"
"MOTOGENFIN","INE861B01015","The Motor & General Finance Limited","08-Feb-1995","10","10","1","-"
"MARALOVER","INE882A01013","Maral Overseas Limited","08-Feb-1995","10","10","1","-"
"MAHSCOOTER","INE288A01013","Maharashtra Scooters Limited","08-Feb-1995","10","10","1","-"
"LYKALABS","INE933A01014","Lyka Labs Limited","08-Feb-1995","10","10","1","-"
"BALRAMCHIN","INE119A01028","Balrampur Chini Mills Limited","08-Feb-1995","1","1","1","-"
"KSBPUMPS","INE999A01015","KSB Pumps Limited","08-Feb-1995","10","10","1","-"
"KANORICHEM","INE138C01024","Kanoria Chemicals & Industries Limited","08-Feb-1995","5","5","1","-"
"FEDERALBNK","INE171A01029","The Federal Bank  Limited","08-Feb-1995","2","2","1","-"
"GIPCL","INE162A01010","Gujarat Industries Power Company Limited","08-Feb-1995","10","10","1","-"
