"Symbol","ISIN","Company","First Listing Date","Face Value","Paid Up Value","Market Lot","Industry"
"JPOLYINVST","INE147P01019","Jindal Poly Investment and Finance Company Limited","11-Nov-2013","10","10","1","-"
"LYPSAGEMS","INE142K01011","Lypsa Gems & Jewellery Limited","05-Nov-2013","10","10","1","-"
"ORBTEXP","INE231G01010","Orbit Exports Limited","05-Nov-2013","10","10","1","-"
"PILITA","INE600A01035","PIL ITALICA LIFESTYLE LIMITED","07-Oct-2013","1","1","1","-"
"FLFL","INE452O01016","Future Lifestyle Fashions Limited","01-Oct-2013","2","2","1","-"
"NTL","INE333I01036","Neueon Towers Limited","11-Sep-2013","10","10","1","-"
"INTEGRA","INE418N01027","Integra Garments and Textiles Limited","20-Aug-2013","3","3","1","-"
"IBULHSGFIN","INE148I01020","Indiabulls Housing Finance Limited","23-Jul-2013","2","2","1","-"
"ABFRL","INE647O01011","Aditya Birla Fashion and Retail Limited","17-Jul-2013","10","10","1","-"
"ORIENTCEM","INE876N01018","Orient Cement Limited","12-Jul-2013","1","1","1","-"
"FCONSUMER","INE220J01025","Future Consumer Limited","04-Jul-2013","6","6","1","-"
"ATULAUTO","INE951D01028","Atul Auto Limited","26-Jun-2013","5","5","1","-"
"CEREBRAINT","INE345B01019","Cerebra Integrated Technologies Limited","26-Jun-2013","10","10","1","-"
"JUSTDIAL","INE599M01018","Just Dial Limited","05-Jun-2013","10","10","1","-"
"VIMALOIL","INE067D01015","Vimal Oil & Foods Limited","21-May-2013","10","10","1","-"
"VIVIDHA","INE370E01029","Visagar Polytex Limited","21-May-2013","1","1","1","-"
"GSCLCEMENT","INE542A01039","Gujarat Sidhee Cement Limited","15-May-2013","10","10","1","-"
"NIBL","INE047O01014","NRB Industrial Bearings Limited","09-Apr-2013","2","2","1","-"
"REPCOHOME","INE612J01015","Repco Home Finance Limited","01-Apr-2013","10","10","1","-"
"NAKODA","INE559B01023","Nakoda Limited","14-Mar-2013","5","5","1","-"
"MOHITIND","INE954E01012","Mohit Industries Limited","14-Mar-2013","10","10","1","-"
"VMART","INE665J01013","V-Mart Retail Limited","20-Feb-2013","10","10","1","-"
"INFRATEL","INE121J01017","Bharti Infratel Limited","28-Dec-2012","10","10","1","-"
"PCJEWELLER","INE785M01013","PC Jeweller Limited","27-Dec-2012","10","10","1","-"
"CARERATING","INE752H01013","CARE Ratings Limited","26-Dec-2012","10","10","1","-"
"TARAJEWELS","INE799L01016","Tara Jewels Limited","06-Dec-2012","10","10","1","-"
"ZUARI","INE840M01016","Zuari Agro Chemicals Limited","27-Nov-2012","10","10","1","-"
"BAFNAPHARM","INE878I01014","Bafna Pharmaceuticals Limited","12-Nov-2012","10","10","1","-"
"SUNCLAYLTD","INE105A01035","Sundaram Clayton Limited","23-Oct-2012","5","5","1","-"
"GREENFIRE","INE217G01027","Green Fire Agri Commodities Limited","16-Oct-2012","1","1","1","-"
"DUCON","INE741L01018","Ducon Infratechnologies Limited","09-Oct-2012","1","1","1","-"
"MAYURUNIQ","INE040D01038","Mayur Uniquoters Ltd","25-Sep-2012","5","5","1","-"
"ROSSELLIND","INE847C01020","Rossell India Limited","25-Sep-2012","2","2","1","-"
"KITEX","INE602G01020","Kitex Garments Limited","25-Sep-2012","1","1","1","-"
"MORARJEE","INE161G01027","Morarjee Textiles Limited","14-Sep-2012","7","7","1","-"
"PROZONINTU","INE195N01013","Prozone Intu Properties Limited","12-Sep-2012","2","2","1","-"
"RTNINFRA","INE834M01019","RattanIndia Infrastructure Limited","30-Jul-2012","2","2","1","-"
"SEPOWER","INE735M01018","S.E. Power Limited","27-Jul-2012","10","10","1","-"
"CINELINE","INE704H01022","Cineline India Limited","13-Jun-2012","5","5","1","-"
"EON","INE076H01025","Eon Electric Limited","07-Jun-2012","5","5","1","-"
"SPECIALITY","INE247M01014","Speciality Restaurants Limited","30-May-2012","10","10","1","-"
"SWANENERGY","INE665A01038","Swan Energy Limited","29-May-2012","1","1","1","-"
"CHROMATIC","INE662C01015","Chromatic India Limited","29-May-2012","10","10","1","-"
"VSSL","INE050M01012","Vardhman Special Steels Limited","17-May-2012","10","10","1","-"
"TBZ","INE760L01018","Tribhovandas Bhimji Zaveri Limited","09-May-2012","10","10","1","-"
"HEXATRADEX","INE750M01017","Hexa Tradex Limited","20-Apr-2012","2","2","1","-"
"MTEDUCARE","INE472M01018","MT Educare Limited","12-Apr-2012","10","10","1","-"
"NBCC","INE095N01031","NBCC (India) Limited","12-Apr-2012","1","1","1","-"
"MMTC","INE123F01029","MMTC Limited","09-Apr-2012","1","1","1","-"
"NAGAROIL","INE453M01018","Nagarjuna Oil Refinery Limited","28-Mar-2012","1","1","1","-"
"PROVOGE","INE968G01033","Provogue (India) Limited","26-Mar-2012","1","1","1","-"
"NDL","INE875G01030","Nandan Denim Limited","23-Mar-2012","10","10","1","-"
"SCHNEIDER","INE839M01018","Schneider Electric Infrastructure Limited","20-Mar-2012","2","2","1","-"
"ORIENTREF","INE743M01012","Orient Refractories Limited","12-Mar-2012","1","1","1","-"
"MCX","INE745G01035","Multi Commodity Exchange of India Limited","09-Mar-2012","10","10","1","-"
"COMPUSOFT","INE453B01029","Compucom Software Limited","02-Mar-2012","2","2","1","-"
"DBSTOCKBRO","INE921B01025","DB (International) Stock Brokers Limited","29-Feb-2012","2","2","1","-"
"JAIHINDPRO","INE343D01010","Jaihind Projects Limited","29-Feb-2012","10","10","1","-"
"THOMASCOTT","INE480M01011","Thomas Scott (India) Limited","30-Jan-2012","10","10","1","-"
"KANANIIND","INE879E01037","Kanani Industries Limited","14-Dec-2011","1","1","1","-"
"APLAPOLLO","INE702C01019","APL Apollo Tubes Limited","14-Dec-2011","10","10","1","-"
"VIKASECO","INE806A01020","Vikas EcoTech Limited","12-Dec-2011","1","1","1","-"
"RUPA","INE895B01021","Rupa & Company Limited","07-Dec-2011","1","1","1","-"
"POLYMED","INE205C01021","Poly Medicure Limited","07-Dec-2011","5","5","1","-"
"DSSL","INE417B01040","Dynacons Systems & Solutions Limited","01-Dec-2011","10","10","1","-"
"JISLDVREQS","IN9175A01010","Jain Irrigation Systems Limited","30-Nov-2011","2","2","1","-"
"ESSARSHPNG","INE122M01019","Essar Shipping Limited","15-Nov-2011","10","10","1","-"
"INDOTHAI","INE337M01013","Indo Thai Securities Limited","02-Nov-2011","10","10","1","-"
"TRITURBINE","INE152M01016","Triveni Turbine Limited","28-Oct-2011","1","1","1","-"
"UJAAS","INE899L01022","Ujaas Energy Limited","20-Oct-2011","1","1","1","-"
"FLEXITUFF","INE060J01017","Flexituff International Limited","19-Oct-2011","10","10","1","-"
"ONELIFECAP","INE912L01015","Onelife Capital Advisors Limited","17-Oct-2011","10","10","1","-"
"PAISALO","INE420C01042","Paisalo Digital Limited","17-Oct-2011","10","10","1","-"
"TIJARIA","INE440L01017","Tijaria Polypipes Limited","14-Oct-2011","10","10","1","-"
"PRAKASHCON","INE023M01027","Prakash Constrowell Limited","04-Oct-2011","1","1","1","-"
"PANAMAPET","INE305C01029","Panama Petrochem Limited","30-Sep-2011","2","2","1","-"
"PGEL","INE457L01011","PG Electroplast Limited","26-Sep-2011","10","10","1","-"
"VASWANI","INE590L01019","Vaswani Industries Limited","20-Sep-2011","10","10","1","-"
"APLLTD","INE901L01018","Alembic Pharmaceuticals Limited","20-Sep-2011","2","2","1","-"
"SRSLTD","INE219H01039","SRS Limited","16-Sep-2011","10","10","1","-"
"CIMMCO","INE184C01028","Cimmco Limited","08-Sep-2011","10","10","1","-"
"TECHIN","INE778A01021","Techindia Nirman Limited","08-Sep-2011","10","10","1","-"
"TDPOWERSYS","INE419M01019","TD Power Systems Limited","08-Sep-2011","10","10","1","-"
"BROOKS","INE650L01011","Brooks Laboratories Limited","05-Sep-2011","10","10","1","-"
"FILATEX","INE816B01019","Filatex India Limited","29-Aug-2011","10","10","1","-"
"ASAHISONG","INE228I01012","Asahi Songwon Colors Limited","29-Aug-2011","10","10","1","-"
"TREEHOUSE","INE040M01013","Tree House Education & Accessories Limited","26-Aug-2011","10","10","1","-"
"WINSOME","INE784B01035","Winsome Yarns Limited","25-Aug-2011","10","10","1","-"
"BODALCHEM","INE338D01028","Bodal Chemicals Limited","22-Aug-2011","2","2","1","-"
"GAYAPROJ","INE336H01023","Gayatri Projects Limited","22-Aug-2011","2","2","1","-"
"SORILHOLD","INE126M01010","SORIL Holdings and Ventures Limited","18-Aug-2011","2","2","1","-"
"WINDMACHIN","INE052A01021","Windsor Machines Limited","17-Aug-2011","2","2","1","-"
"L&TFH","INE498L01015","L&T Finance Holdings Limited","12-Aug-2011","10","10","1","-"
"ELGIRUBCO","INE819L01012","Elgi Rubber Company Limited","10-Aug-2011","1","1","1","-"
"INVENTURE","INE878H01016","Inventure Growth & Securities Limited","04-Aug-2011","10","10","1","-"
"BGLOBAL","INE224M01013","Bharatiya Global Infomedia Limited","28-Jul-2011","10","10","1","-"
"RUSHIL","INE573K01017","Rushil Decor Limited","07-Jul-2011","10","10","1","-"
"MAITHANALL","INE683C01011","Maithan Alloys Limited","05-Jul-2011","10","10","1","-"
"KWALITY","INE775B01025","kwality limited","05-Jul-2011","1","1","1","-"
"DHANUKA","INE435G01025","Dhanuka Agritech Limited","29-Jun-2011","2","2","1","-"
"ASHIANA","INE365D01021","Ashiana Housing Limited","29-Jun-2011","2","2","1","-"
"KARMAENG","INE725L01011","Karma Energy Limited","28-Jun-2011","10","10","1","-"
"WEIZFOREX","INE726L01019","Weizmann Forex Limited","28-Jun-2011","10","10","1","-"
"ESTER","INE778B01029","Ester Industries Limited","20-Jun-2011","5","5","1","-"
"DQE","INE656K01010","DQ Entertainment (International) Limited","20-Jun-2011","10","10","1","-"
"VSTTILLERS","INE764D01017","V.S.T Tillers Tractors Limited","20-Jun-2011","10","10","1","-"
"JVLAGRO","INE430G01026","JVL Agro Industries Limited","17-Jun-2011","1","1","1","-"
"OMMETALS","INE239D01028","OM Metals Infraprojects Limited","17-Jun-2011","1","1","1","-"
"RELAXO","INE131B01039","Relaxo Footwears Limited","17-Jun-2011","1","1","1","-"
"VADILALIND","INE694D01016","Vadilal Industries Limited","15-Jun-2011","10","10","1","-"
"PIIND","INE603J01030","PI Industries Limited","15-Jun-2011","1","1","1","-"
"SYMPHONY","INE225D01027","Symphony Limited","15-Jun-2011","2","2","1","-"
"SANGHVIFOR","INE263L01013","Sanghvi Forging and Engineering Limited","23-May-2011","10","10","1","-"
"MUTHOOTFIN","INE414G01012","Muthoot Finance Limited","06-May-2011","10","10","1","-"
"TCIDEVELOP","INE662L01016","TCI Developers Limited","19-Apr-2011","10","10","1","-"
"SHILPI","INE510K01019","Shilpi Cable Technologies Limited","08-Apr-2011","10","10","1","-"
"PFS","INE560K01014","PTC India Financial Services Limited","30-Mar-2011","10","10","1","-"
"LOVABLE","INE597L01014","Lovable Lingerie Limited","24-Mar-2011","10","10","1","-"
"DHUNINV","INE320L01011","Dhunseri Investments Limited","18-Mar-2011","10","10","1","-"
"INDTERRAIN","INE611L01021","Indian Terrain Fashions Limited","11-Mar-2011","2","2","1","-"
"HFCL","INE548A01028","Himachal Futuristic Communications Limited","09-Mar-2011","1","1","1","-"
"TEXRAIL","INE621L01012","Texmaco Rail & Engineering Limited","03-Mar-2011","1","1","1","-"
"HINDMOTORS","INE253A01025","Hindustan Motors Limited","21-Feb-2011","5","5","1","-"
"BILENERGY","INE607L01029","Bil Energy Systems Limited","15-Feb-2011","1","1","1","-"
"JUBLINDS","INE645L01011","Jubilant Industries Limited","14-Feb-2011","10","10","1","-"
"OMKARCHEM","INE474L01016","Omkar Speciality Chemicals Limited","10-Feb-2011","10","10","1","-"
"STEL","INE577L01016","Stel Holdings Limited","09-Feb-2011","10","10","1","-"
"SUMMITSEC","INE519C01017","Summit Securities Limited","28-Jan-2011","10","10","1","-"
"DALMIABHA","INE439L01019","Dalmia Bharat Limited","27-Jan-2011","2","2","1","-"
"KICL","INE029L01018","Kalyani Investment Company Limited","14-Jan-2011","10","10","1","-"
"BFINVEST","INE878K01010","BF Investment Limited","14-Jan-2011","5","5","1","-"
"SPYL","INE268L01020","Shekhawati Poly-Yarn Limited","12-Jan-2011","1","1","1","-"
"SURANASOL","INE272L01022","Surana Solar Limited","07-Jan-2011","5","5","1","-"
"FMNL","INE360L01017","Future Market Networks Limited","31-Dec-2010","10","10","1","-"
"PSB","INE608A01012","Punjab & Sind Bank","30-Dec-2010","10","10","1","-"
"RKDL","INE722J01012","Ravi Kumar Distilleries Limited","27-Dec-2010","10","10","1","-"
"KIRLOSENG","INE146L01010","Kirloskar Oil Engines Limited","24-Dec-2010","2","2","1","-"
"A2ZINFRA","INE619I01012","A2Z Infra Engineering Limited","23-Dec-2010","10","10","1","-"
"KTIL","INE096L01025","Kesar Terminals & Infrastructure Limited","22-Dec-2010","5","5","1","-"
"ZEELEARN","INE565L01011","Zee Learn Limited","20-Dec-2010","1","1","1","-"
"MOIL","INE490G01020","MOIL Limited","15-Dec-2010","10","10","1","-"
"SUMEETINDS","INE235C01010","Sumeet Industries Limited","10-Dec-2010","10","10","1","-"
"JAMNAAUTO","INE039C01032","Jamna Auto Industries Limited","10-Dec-2010","1","1","1","-"
"RPPINFRA","INE324L01013","R.P.P. Infra Projects Limited","06-Dec-2010","10","10","1","-"
"JINDWORLD","INE247D01021","Jindal Worldwide Limited","25-Nov-2010","5","5","1","-"
"PENIND","INE932A01024","Pennar Industries Limited","25-Nov-2010","5","5","1","-"
"GRAVITA","INE024L01027","Gravita India Limited","16-Nov-2010","2","2","1","-"
"TECHNO","INE286K01024","Techno Electric & Engineering Company Limited","10-Nov-2010","2","2","1","-"
"ANDHRACEMT","INE666E01012","Andhra Cements Limited","08-Nov-2010","10","10","1","-"
"IOLCP","INE485C01011","IOL Chemicals and Pharmaceuticals Limited","08-Nov-2010","10","10","1","-"
"COALINDIA","INE522F01014","Coal India Limited","04-Nov-2010","10","10","1","-"
"RESPONIND","INE688D01026","Responsive Industries Limited","29-Oct-2010","1","1","1","-"
"CGCL","INE180C01026","Capri Global Capital Limited","29-Oct-2010","2","2","1","-"
"GAL","INE482J01021","Gyscoal Alloys Limited","27-Oct-2010","1","1","1","-"
"PRESTIGE","INE811K01011","Prestige Estates Projects Limited","27-Oct-2010","10","10","1","-"
"OBEROIRLTY","INE093I01010","Oberoi Realty Limited","20-Oct-2010","10","10","1","-"
"CEBBCO","INE209L01016","Commercial Engineers & Body Builders Co Limited","18-Oct-2010","10","10","1","-"
"BEDMUTHA","INE844K01012","Bedmutha Industries Limited","14-Oct-2010","10","10","1","-"
"ASHOKA","INE442H01029","Ashoka Buildcon Limited","14-Oct-2010","5","5","1","-"
"WABAG","INE956G01038","VA Tech Wabag Limited","13-Oct-2010","2","2","1","-"
"CANTABIL","INE068L01016","Cantabil Retail India Limited","12-Oct-2010","10","10","1","-"
"GALLISPAT","INE528K01011","Gallantt Ispat Limited","11-Oct-2010","10","10","1","-"
"GREENPOWER","INE999K01014","Orient Green Power Company Limited","08-Oct-2010","10","10","1","-"
"RAMKY","INE874I01013","Ramky Infrastructure Limited","08-Oct-2010","10","10","1","-"
"ESL","INE481K01013","Electrosteel Steels Limited","08-Oct-2010","10","10","1","-"
"EROSMEDIA","INE416L01017","Eros International Media Limited","06-Oct-2010","10","10","1","-"
"CAREERP","INE521J01018","Career Point Limited","06-Oct-2010","10","10","1","-"
"SASTASUNDR","INE019J01013","Sastasundar Ventures Limited","05-Oct-2010","10","10","1","-"
"ORISSAMINE","INE725E01024","The Orissa Minerals Development Company Limited","29-Sep-2010","1","1","1","-"
"DEEPAKNTR","INE288B01029","Deepak Nitrite Limited","29-Sep-2010","2","2","1","-"
"DIAPOWER","INE989C01012","Diamond Power Infra Ltd","29-Sep-2010","10","10","1","-"
"INDOSOLAR","INE866K01015","Indosolar Limited","29-Sep-2010","10","10","1","-"
"KILITCH","INE729D01010","Kilitch Drugs (India) Limited","29-Sep-2010","10","10","1","-"
"WELINV","INE389K01018","Welspun Investments and Commercials Limited","20-Sep-2010","10","10","1","-"
"ADFFOODS","INE982B01019","ADF Foods Limited","15-Sep-2010","10","10","1","-"
"HINDCOPPER","INE531E01026","Hindustan Copper Limited","15-Sep-2010","5","5","1","-"
"GPPL","INE517F01014","Gujarat Pipavav Port Limited","09-Sep-2010","10","10","1","-"
"UGARSUGAR","INE071E01023","The Ugar Sugar Works Limited","23-Aug-2010","1","1","1","-"
"PDPL","INE904D01019","Parenteral Drugs (India) Limited","19-Aug-2010","10","10","1","-"
"BAJAJCORP","INE933K01021","Bajaj Corp Limited","18-Aug-2010","1","1","1","-"
"IITL","INE886A01014","Industrial Investment Trust Limited","17-Aug-2010","10","10","1","-"
"BHARATFIN","INE180K01011","Bharat Financial Inclusion Limited","16-Aug-2010","10","10","1","-"
"AHLEAST","INE926K01017","Asian Hotels (East) Limited","11-Aug-2010","10","10","1","-"
"AHLWEST","INE915K01010","Asian Hotels (West) Limited","05-Aug-2010","10","10","1","-"
"USHERAGRO","INE235G01011","Usher Agro Limited","30-Jul-2010","10","10","1","-"
"EMAMIINFRA","INE778K01012","Emami Infrastructure Limited","28-Jul-2010","2","2","1","-"
"BLISSGVS","INE416D01022","Bliss GVS Pharma Limited","26-Jul-2010","1","1","1","-"
"IMFA","INE919H01018","Indian Metals & Ferro Alloys Limited","23-Jul-2010","10","10","1","-"
"HMVL","INE871K01015","Hindustan Media Ventures Limited","21-Jul-2010","10","10","1","-"
"TECHNOFAB","INE509K01011","Technofab Engineering Limited","16-Jul-2010","10","10","1","-"
"TI","INE133E01013","Tilaknagar Industries Limited","16-Jul-2010","10","10","1","-"
"UMESLTD","INE240C01028","Usha Martin Education & Solutions Limited","12-Jul-2010","1","1","1","-"
"PARABDRUGS","INE618H01016","Parabolic Drugs Limited","01-Jul-2010","10","10","1","-"
"KIRLOSIND","INE250A01039","Kirloskar Industries Limited","24-Jun-2010","10","10","1","-"
"PIONDIST","INE889E01010","Pioneer Distilleries Limited","15-Jun-2010","10","10","1","-"
"RAINBOWPAP","INE028D01025","Rainbow Papers Limited","02-Jun-2010","2","2","1","-"
"SUNDARAM","INE108E01023","Sundaram Multi Pap Limited","02-Jun-2010","1","1","1","-"
"JPINFRATEC","INE099J01015","Jaypee Infratech Limited","21-May-2010","10","10","1","-"
"SJVN","INE002L01015","SJVN Limited","20-May-2010","10","10","1","-"
"KSL","INE907A01026","Kalyani Steels Limited","19-May-2010","5","5","1","-"
"MANDHANA","INE087J01010","Mandhana Industries Limited","19-May-2010","10","10","1","-"
"TARAPUR","INE747K01017","Tarapur Transformers Limited","18-May-2010","10","10","1","-"
"NITESHEST","INE639K01016","Nitesh Estates Limited","13-May-2010","10","10","1","-"
"TALWALKARS","INE502K01016","Talwalkars Better Value Fitness Limited","10-May-2010","10","10","1","-"
"KIRLOSBROS","INE732A01036","Kirloskar Brothers Limited","20-Apr-2010","2","2","1","-"
"ISFT","INE566K01011","Intrasoft Technologies Limited","12-Apr-2010","10","10","1","-"
"ASIANHOTNR","INE363A01022","Asian Hotels (North) Limited","07-Apr-2010","10","10","1","-"
"WHIRLPOOL","INE716A01013","Whirlpool of India Limited","06-Apr-2010","10","10","1","-"
"PERSISTENT","INE262H01013","Persistent Systems Limited","06-Apr-2010","10","10","1","-"
"PRADIP","INE495J01015","Pradip Overseas Limited","05-Apr-2010","10","10","1","-"
"IL&FSTRANS","INE975G01012","IL&FS Transportation Networks Limited","30-Mar-2010","10","10","1","-"
"LGBBROSLTD","INE337A01034","LG Balakrishnan & Bros Limited","30-Mar-2010","10","10","1","-"
"TRF","INE391D01019","TRF Limited","26-Mar-2010","10","10","1","-"
"UNITEDBNK","INE695A01019","United Bank of India","18-Mar-2010","10","10","1","-"
"MANINFRA","INE949H01023","Man Infraconstruction Limited","11-Mar-2010","2","2","1","-"
"TEXMOPIPES","INE141K01013","Texmo Pipes and Products Limited","10-Mar-2010","10","10","1","-"
"KECL","INE134B01017","Kirloskar Electric Company Limited","09-Mar-2010","10","10","1","-"
"SMPL","INE215G01021","Splendid Metal Products Limited","09-Mar-2010","5","5","1","-"
"DEEPIND","INE677H01012","Deep Industries Limited","09-Mar-2010","10","10","1","-"
"ORIENTLTD","INE609C01024","Orient Press Limited","03-Mar-2010","10","10","1","-"
"ARSSINFRA","INE267I01010","ARSS Infrastructure Projects Limited","03-Mar-2010","10","10","1","-"
"HATHWAY","INE982F01036","Hathway Cable & Datacom Limited","25-Feb-2010","2","2","1","-"
"DBREALTY","INE879I01012","D B Realty Limited","24-Feb-2010","10","10","1","-"
"EMMBI","INE753K01015","Emmbi Industries Limited","24-Feb-2010","10","10","1","-"
"THANGAMAYL","INE085J01014","Thangamayil Jewellery Limited","19-Feb-2010","10","10","1","-"
"SYNCOM","INE602K01014","Syncom Healthcare Limited","15-Feb-2010","10","10","1","-"
"VASCONEQ","INE893I01013","Vascon Engineers Limited","15-Feb-2010","10","10","1","-"
"JUBLFOOD","INE797F01012","Jubilant Foodworks Limited","08-Feb-2010","10","10","1","-"
"INFINITE","INE486J01014","Infinite Computer Solutions (India) Limited","03-Feb-2010","10","10","1","-"
"MBLINFRA","INE912H01013","MBL Infrastructures Limited","11-Jan-2010","10","10","1","-"
"NESTLEIND","INE239A01016","Nestle India Limited","08-Jan-2010","10","10","1","-"
"BAYERCROP","INE462A01022","Bayer Cropscience Limited","08-Jan-2010","10","10","1","-"
"ABBOTINDIA","INE358A01014","Abbott India Limited","08-Jan-2010","10","10","1","-"
"DBCORP","INE950I01011","D.B.Corp Limited","06-Jan-2010","10","10","1","-"
"GODREJPROP","INE484J01027","Godrej Properties Limited","05-Jan-2010","5","5","1","-"
"JSWENERGY","INE121E01018","JSW Energy Limited","04-Jan-2010","10","10","1","-"
"DLINKINDIA","INE250K01012","D-Link (India) Limited","18-Dec-2009","2","2","1","-"
"AHLUCONT","INE758C01029","Ahluwalia Contracts (India) Limited","14-Dec-2009","2","2","1","-"
"ARSHIYA","INE968D01022","Arshiya Limited","14-Dec-2009","2","2","1","-"
"GILLANDERS","INE047B01011","Gillanders Arbuthnot & Company Limited","14-Dec-2009","10","10","1","-"
"COX&KINGS","INE008I01026","Cox & Kings Limited","11-Dec-2009","5","5","1","-"
"SARDAEN","INE385C01013","Sarda Energy & Minerals Limited","03-Dec-2009","10","10","1","-"
"REFEX","INE056I01017","Refex Industries Limited","03-Dec-2009","10","10","1","-"
"SHILPAMED","INE790G01031","Shilpa Medicare Limited","03-Dec-2009","1","1","1","-"
"ASTEC","INE563J01010","Astec LifeSciences Limited","25-Nov-2009","10","10","1","-"
"DEN","INE947J01015","Den Networks Limited","24-Nov-2009","10","10","1","-"
"SUNTECK","INE805D01034","Sunteck Realty Limited","13-Nov-2009","1","1","1","-"
"ZYDUSWELL","INE768C01010","Zydus Wellness Limited","13-Nov-2009","10","10","1","-"
"RTNPOWER","INE399K01017","RattanIndia Power Limited","30-Oct-2009","10","10","1","-"
"SQSBFSI","INE201K01015","SQS India BFSI Limited","26-Oct-2009","10","10","1","-"
"EUROMULTI","INE063J01011","Euro Multivision Limited","15-Oct-2009","10","10","1","-"
"RNAVAL","INE542F01012","Reliance Naval and Engineering Limited","09-Oct-2009","10","10","1","-"
"OIL","INE274J01014","Oil India Limited","30-Sep-2009","10","10","1","-"
"GLOBUSSPR","INE615I01010","Globus Spirits Limited","23-Sep-2009","10","10","1","-"
"NHPC","INE848E01016","NHPC Limited","01-Sep-2009","10","10","1","-"
"ADANIPOWER","INE814H01011","Adani Power Limited","20-Aug-2009","10","10","1","-"
"EXCEL","INE688J01015","Excel Realty N Infra Limited","03-Aug-2009","10","10","1","-"
"VINATIORGA","INE410B01029","Vinati Organics Limited","28-Jul-2009","2","2","1","-"
"GKWLIMITED","INE528A01020","GKW Limited","20-Jul-2009","10","10","1","-"
"MHRIL","INE998I01010","Mahindra Holidays & Resorts India Limited","16-Jul-2009","10","10","1","-"
"AJMERA","INE298G01027","Ajmera Realty & Infra India Limited","16-Jun-2009","10","10","1","-"
"ARROWTEX","INE933J01015","Arrow Textiles Limited","11-May-2009","10","10","1","-"
"HINDNATGLS","INE952A01022","Hindusthan National Glass & Industries Limited","15-Apr-2009","2","2","1","-"
"HARITASEAT","INE939D01015","Harita Seating Systems Limited","06-Apr-2009","10","10","1","-"
"MAWANASUG","INE636A01039","Mawana Sugars Limited","20-Mar-2009","10","10","1","-"
"FELDVR","IN9623B01058","Future Enterprises Limited","13-Feb-2009","2","2","1","-"
"GISOLUTION","INE065J01016","GI Engineering Solutions Limited","30-Jan-2009","10","10","1","-"
"COUNCODOS","INE695B01025","Country Condo's Limited","22-Jan-2009","1","1","1","-"
"ALKALI","INE773I01017","Alkali Metals Limited","06-Nov-2008","10","10","1","-"
"TATAMTRDVR","IN9155A01020","Tata Motors Limited","05-Nov-2008","2","2","1","-"
"NEULANDLAB","INE794A01010","Neuland Laboratories Limited","13-Oct-2008","10","10","1","-"
"INDBANK","INE841B01017","Indbank Merchant Banking Services Limited","08-Oct-2008","10","10","1","-"
"JOCIL","INE839G01010","Jocil Limited","08-Oct-2008","10","10","1","-"
"20MICRONS","INE144J01027","20 Microns Limited","06-Oct-2008","5","5","1","-"
"WABCOINDIA","INE342J01019","WABCO India Limited","01-Oct-2008","5","5","1","-"
"NUTEK","INE318J01027","Nu Tek India Limited","27-Aug-2008","5","5","1","-"
"SICAGEN","INE176J01011","Sicagen India Limited","21-Aug-2008","10","10","1","-"
"LPDC","INE197J01017","Landmark Property Development Company Limited","12-Aug-2008","1","1","1","-"
"OISL","INE196J01019","OCL Iron and Steel Limited","01-Aug-2008","1","1","1","-"
"LGBFORGE","INE201J01017","LGB Forge Limited","01-Aug-2008","1","1","1","-"
"UBL","INE686F01025","United Breweries Limited","28-Jul-2008","1","1","1","-"
"KOKUYOCMLN","INE760A01029","Kokuyo Camlin Limited","28-Jul-2008","1","1","1","-"
"VINYLINDIA","INE250B01029","Vinyl Chemicals (India) Limited","21-Jul-2008","1","1","1","-"
"KSK","INE143H01015","KSK Energy Ventures Limited","14-Jul-2008","10","10","1","-"
"LOTUSEYE","INE947I01017","Lotus Eye Hospital and Institute Limited","11-Jul-2008","10","10","1","-"
"FIRSTWIN","INE315J01015","First Winner Industries Limited","08-Jul-2008","10","10","1","-"
"ARCHIDPLY","INE877I01016","Archidply Industries Limited","04-Jul-2008","10","10","1","-"
"GET&D","INE200A01026","GE T&D India Limited","30-Jun-2008","2","2","1","-"
"MVL","INE744I01034","MVL Limited","30-Jun-2008","1","1","1","-"
"METKORE","INE592I01029","Metkore Alloys & Industries Limited","30-Jun-2008","2","2","1","-"
"RANEENGINE","INE222J01013","Rane Engine Valve Limited","24-Jun-2008","10","10","1","-"
"RBL","INE244J01017","Rane Brake Lining Limited","20-Jun-2008","10","10","1","-"
"ALMONDZ","INE326B01027","Almondz Global Securities Limited","16-Jun-2008","6","6","1","-"
"RPGLIFE","INE105J01010","RPG Life Sciences Limited","10-Jun-2008","8","8","1","-"
"GOKUL","INE020J01029","Gokul Refoils and Solvent Limited","04-Jun-2008","2","2","1","-"
"PIRPHYTO","INE122J01015","Piramal Phytocare Limited","29-May-2008","10","10","1","-"
"SPICEMOBI","INE927C01020","Spice Mobility Limited","27-May-2008","3","3","1","-"
"SURANACORP","INE357D01010","Surana Corporation Limited","27-May-2008","10","10","1","-"
"BAJAJFINSV","INE918I01018","Bajaj Finserv Limited","26-May-2008","5","5","1","-"
"BAJAJ-AUTO","INE917I01010","Bajaj Auto Limited","26-May-2008","10","10","1","-"
"ANIKINDS","INE087B01017","Anik Industries Limited","21-May-2008","10","10","1","-"
"VIJSHAN","INE806F01011","Vijay Shanthi Builders Limited","21-May-2008","10","10","1","-"
